wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q100430171,Артан Груби,Артан Груби,male,1977-06-07,11,,,Q108337175,министер за политички систем и односи меѓу заедниците,2020-08-30,Q100430171-4828ED8B-E7DB-41B4-8842-D1C511061FB0
Q100430171,Артан Груби,Артан Груби,male,1977-06-07,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q108336268,Прв Заменик на Претседателот на Владата,2020-08-30,Q100430171-B552A9E9-4DDB-49B1-A927-3C499E081159
Q100452540,Фатмир Битиќи,Фатмир Битиќи,male,1975-10-26,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q108337224,"Заменик на Претседателот на Владата задолжен за економски прашања, координација на економските ресори и инвестиции",2020-08-30,Q100452540-29681DC0-5BE2-4F24-B396-2A36F504976B
Q100453088,Бојан Маричиќ,Бојан Маричиќ,male,1983-01-07,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q108336676,Заменик на Претседателот на Владата за европски прашања,2022-01-16,Q100453088-39968F3C-2095-4E65-9E1C-4ADBABD1CDCB
Q100605105,Јетон Шаќири,Јетон Шаќири,male,1987-03-17,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q12908643,Министер за образование и наука,2022-01-16,Q100605105-BB835C3C-5A14-4E64-9468-A70F9AEFE7E9
Q106702193,Бисера Костадиновска Стојчевска,Бисера Костадиновска Стојчевска,female,1986-02-20,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q20556633,Министерка за култура,2022-01-16,Q106702193-ACAFFCA5-BBA3-49D2-97A1-F336D508D026
Q106707216,Славјанка Петровска,Славјанка Петровска,female,1982-01-11,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q12755495,Министерка за одбрана,2022-01-16,Q106707216-831afb73-48aa-29ad-06d6-a4dd0d50654d
Q110288715,Димитар Ковачевски,Димитар Ковачевски,male,1974-01-01,9,https://vlada.mk/sostav-na-vladata,2022-07-15,Q1776220,Претседател на Владата,2022-01-17,Q110288715-E52483E2-3FEE-4EC5-8ACD-288FFF6584C4
Q110628915,Славица Грковска,Славица Грковска-Лошкова,female,1970-07-27,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q108336268,Заменик на Претседателот на Владата задолжен за политики за добро владеење,2022-01-16,Q110628915-F50B4F18-B651-4E66-990E-CDA332A6756D
Q110636245,Никола Тупанчески,Никола Тупанчески,,,,https://vlada.mk/sostav-na-vladata,2022-07-15,Q20556639,Министер за правда,2022-01-16,Q110636245-36B4FD71-C762-4184-940C-33BC9EEA72CD
Q110636304,Адмирим Алити,Адмирим Алити,,,,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360815,Министер за информатичко општество и администрација,2022-01-16,Q110636304-0A0701E8-A404-4B11-AEBA-6D93D9CF7A58
Q110636359,Беким Сали,Беким Сали,,,,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360817,Министер за здравство,2022-01-16,Q110636359-53487D53-8F89-4728-955A-AEBE935AA10A
Q110636372,Јована Тренчевска,Јована Тренчевска,,,,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360865,Министерка за труд и социјална политика,2022-01-16,Q110636372-E32D5C0B-A809-48F3-9974-D7B04E5AE26B
Q110636434,Џемаил Чупи,Џемаил Чупи,,,,https://vlada.mk/sostav-na-vladata,2022-07-15,Q110636437,Министер без ресор задолжен за дијаспора,2022-01-16,Q110636434-7895DC99-C678-416B-B9F2-DCE9C50737AA
Q2059975,Фатмир Бесими,Фатмир Бесими,male,1975-11-18,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q12908644,Mинистер за финансии,2020-08-30,Q2059975-20953DDD-AFCD-47C5-A888-AE187C217D04
Q2064061,Бујар Османи,Бујар Османи,genderfluid,1979-09-11,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q61867156,Министер за надворешни работи,2020-08-30,Q2064061-83FCB5EE-7DBC-47A8-806E-1E3A273846F5
Q21467814,Оливер Спасовски,Оливер Спасовски,male,1976-10-21,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q12908633,Министер за внатрешни работи,2020-08-30,Q21467814-84432122-3FEE-4CDF-BBD8-60FFFA264974
Q30180409,Крешник Бектеши,Крешник Бектеши,male,1985-01-01,9,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360862,Министер за економија,2017-06-01,Q30180409-64D7E609-97AA-4041-9DE2-CDF9FB8E6EAB
Q30181895,Љупчо Николовски,Љупчо Николовски,male,1983-08-20,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360868,"Министер за земјоделство, шумарство и водостопанство",2022-01-16,Q30181895-D4227083-1766-409A-A2F7-92856B9C1086
Q47537475,Благој Бочварски,Благој Бочварски,male,1985-01-09,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360810,Министер за транспорт и врски,2020-08-30,Q47537475-D4B5FD12-382A-40B6-B974-64B5C467AFA3
Q65617178,Насер Нуредини,Насер Нуредини,male,1979-09-23,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360872,Министер за животна средина и просторно планирање,2019-06-26,Q65617178-8D97EC3D-9B1E-4D50-88C4-DBBB6D610DE2
Q65617235,Горан Милевски,Горан Милевски,male,1978-11-01,11,https://vlada.mk/sostav-na-vladata,2022-07-15,Q31360874,Министер за локална самоуправа,2019-06-26,Q65617235-40254338-17BF-4256-A0CF-37CBC0E7164B
