wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q100430171,Artan Grubi,Artan Grubi,male,1977-06-07,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q108337175,Minister for Political System and Inter-Community Relations,2020-08-30,Q100430171-4828ED8B-E7DB-41B4-8842-D1C511061FB0
Q100430171,Artan Grubi,Artan Grubi,male,1977-06-07,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q108336268,First Deputy Prime Minister,2020-08-30,Q100430171-B552A9E9-4DDB-49B1-A927-3C499E081159
Q100452540,Fatmir Bytyqi,Fatmir Bytyqi,male,1975-10-26,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q108337224,"Deputy Prime Minister in charge of Economic Affairs, Coordination of Economic Departments and Investments",2020-08-30,Q100452540-29681DC0-5BE2-4F24-B396-2A36F504976B
Q100453088,Bojan Marichic,Bojan Marichic,male,1983-01-07,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q20556639,Minister of Justice,2020-08-30,Q100453088-19D98708-9787-4CA8-B1AC-2153481E3E8E
Q100554151,Arjanit Hoxha,Arianit Hoxha,male,1986-10-18,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360868,"Minister of Agriculture, Forestry and Water Economy",2020-08-30,Q100554151-4FC7E160-5936-4E63-B86E-52C32F80012C
Q100605105,Jeton Shaqiri,Jeton Shaqiri,male,1987-03-17,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360815,Minister of Information Society and Administration,2020-08-30,Q100605105-8DEC3665-14C7-41A4-9086-938C38E943F0
Q100789744,Irena Stefoska,Irena Stefoska,female,1967-09-16,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q20556633,Minister of Culture,2020-08-30,Q100789744-AFAEFB01-2788-4052-962D-68C36C0D6B67
Q12288374,Nikola Dimitrov,Nikola Dimitrov,male,1972-09-30,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q108336676,Deputy Prime Minister for European Affairs,2020-08-30,Q12288374-BA6BA70C-E2FC-4F0D-A170-4E9166F7B253
Q162983,Radmila Shekerinska,Radmila Šekerinska,female,1972-06-10,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q12755495,Minister of Defense,2017-06-01,Q162983-ad328554-41d5-0e97-cefc-767b657089fd
Q2059975,Fatmir Besimi,Fatmir Besimi,male,1975-11-18,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q12908644,Minister of Finance,2020-08-30,Q2059975-20953DDD-AFCD-47C5-A888-AE187C217D04
Q2064061,Bujar Osmani,Bujar Osmani,male,1979-09-11,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q61867156,Minister of Foreign Affairs,2020-08-30,Q2064061-83FCB5EE-7DBC-47A8-806E-1E3A273846F5
Q21467814,Oliver Spasovski,Oliver Spasovski,male,1976-10-21,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q12908633,Minister of Internal Affairs,2020-08-30,Q21467814-84432122-3FEE-4CDF-BBD8-60FFFA264974
Q220579,Zoran Zaev,Zoran Zaev,male,1974-10-08,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q1776220,Prime Minister of the Republic of North Macedonia,2020-08-30,Q220579-839E7D32-B834-4569-A905-8B1749A0A3DF
Q30180409,Kreshnik Bekteshi,Kreshnik Bekteshi,male,1985-01-01,9,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360862,Minister of Economy,2017-06-01,Q30180409-64D7E609-97AA-4041-9DE2-CDF9FB8E6EAB
Q30181068,Mila Carovska,Mila Carovska,female,1984-05-06,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q12908643,Minister of Education and Science,2020-08-31,Q30181068-FF5137A5-98C5-412D-BBEA-310CD6DD0AEB
Q30181895,Ljupco Nikolovski,Ljupco Nikolovski,male,1983-08-20,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q108336757,"Deputy Prime Minister for Fight against Corruption and Crime, Sustainable Development and Human Resources",2020-08-31,Q30181895-B5BAB919-2A28-46E1-87AE-C72FC37328DC
Q31155310,Jagoda Shahpaska,Jagoda Shahpaska,female,1964-03-18,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360865,Minister of Labor and Social Policy,2020-08-30,Q31155310-EE78E340-1566-41B0-B437-686F1B13D290
Q47537475,Blagoj Bochvarski,Blagoj Bocvarski,male,1985-01-09,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360810,Minister of Transport and Communications,2020-08-30,Q47537475-D4B5FD12-382A-40B6-B974-64B5C467AFA3
Q51458326,Venko Filipche,Venko Filipče,male,1977-06-13,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360817,Minister of Health,2017-12-25,Q51458326-117EC45F-B4FB-4239-BB34-E70B53DC5EB9
Q65617178,Naser Nuredini,Naser Nuredini,male,1979-09-23,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360872,Minister of Environment and Physical Planning,2019-06-26,Q65617178-8D97EC3D-9B1E-4D50-88C4-DBBB6D610DE2
Q65617235,Goran Milevski,Goran Milevski,male,1978-11-01,11,https://vlada.mk/node/18031?ln=en-gb,2021-08-31,Q31360874,Minister of Local Self-Government,2019-06-26,Q65617235-40254338-17BF-4256-A0CF-37CBC0E7164B
